,Start_Time,SPEED,Coolant Temp,Engine Load,Throttle_pos_b,End_Time
47,1723651947.7929869,0.0 kilometer_per_hour,41 degree_Celsius,0.0 percent,,
48,1723651948.1530123,0.0 kilometer_per_hour,41 degree_Celsius,0.0 percent,,
49,1723651948.513023,0.0 kilometer_per_hour,41 degree_Celsius,0.0 percent,,
50,1723651948.8730035,0.0 kilometer_per_hour,41 degree_Celsius,0.0 percent,,
51,1723651949.2330334,0.0 kilometer_per_hour,41 degree_Celsius,0.0 percent,,
52,1723651949.593035,0.0 kilometer_per_hour,41 degree_Celsius,0.0 percent,,
53,1723651949.9470208,0.0 kilometer_per_hour,41 degree_Celsius,0.0 percent,,
54,1723651950.3010309,0.0 kilometer_per_hour,41 degree_Celsius,0.0 percent,,
55,1723651950.6550615,0.0 kilometer_per_hour,41 degree_Celsius,0.0 percent,,
56,1723651951.009109,0.0 kilometer_per_hour,41 degree_Celsius,0.0 percent,,
,Start_Time,SPEED,Coolant Temp,Engine Load,Throttle_pos_b,End_Time
0,1723731932.4208302,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
1,1723731932.7808566,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
2,1723731933.1768143,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
3,1723731933.530859,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
4,1723731933.884911,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
5,1723731934.2388682,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
6,1723731934.5928903,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
7,1723731934.9469392,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
8,1723731935.3009546,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
9,1723731935.6549456,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
10,1723731936.014988,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
11,1723731936.3750074,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
12,1723731936.7350042,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
13,1723731937.0950303,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
14,1723731937.4550672,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
15,1723731937.8150947,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
16,1723731938.175084,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
17,1723731938.5351255,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
18,1723731938.8891525,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
19,1723731939.2431388,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
20,1723731939.5971673,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
21,1723731939.951241,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
22,1723731940.305235,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
23,1723731940.6592226,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
24,1723731941.0132587,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
25,1723731941.3672585,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
