,Start_Time,SPEED,Coolant Temp,Engine Load,Timing Advance,Short Trim B1,Long Trim B1,MAF,Throttle_pos,End_Time
0,1725087510.0561502,53.0 kilometer_per_hour,93 degree_Celsius,68.23529411764706 percent,0.0 degree,,,,35.294117647058826 percent,1725087510.296473
1,1725087510.5965335,54.0 kilometer_per_hour,93 degree_Celsius,77.6470588235294 percent,21.0 degree,,,,36.86274509803921 percent,1725087510.8367481
2,1725087511.136566,56.0 kilometer_per_hour,93 degree_Celsius,76.07843137254902 percent,20.0 degree,,,,34.90196078431372 percent,1725087511.377
3,1725087511.6769612,57.0 kilometer_per_hour,93 degree_Celsius,74.90196078431373 percent,20.0 degree,,,,34.509803921568626 percent,1725087511.9173205
4,1725087512.2171233,59.0 kilometer_per_hour,93 degree_Celsius,73.72549019607843 percent,19.5 degree,,,,34.509803921568626 percent,1725087512.4575582
5,1725087512.7576928,60.0 kilometer_per_hour,93 degree_Celsius,72.54901960784314 percent,20.0 degree,,,,34.509803921568626 percent,1725087512.9980843
6,1725087513.2973099,62.0 kilometer_per_hour,93 degree_Celsius,71.76470588235294 percent,20.0 degree,,,,34.509803921568626 percent,1725087513.5374882
7,1725087513.837666,63.0 kilometer_per_hour,93 degree_Celsius,70.98039215686275 percent,20.5 degree,,,,32.549019607843135 percent,1725087514.07846
8,1725087514.3785472,64.0 kilometer_per_hour,93 degree_Celsius,35.68627450980392 percent,14.5 degree,,,,23.137254901960784 percent,1725087514.6185822
9,1725087514.9184647,64.0 kilometer_per_hour,93 degree_Celsius,30.19607843137255 percent,16.0 degree,,,,21.568627450980394 percent,1725087515.1591065
10,1725087515.4585507,64.0 kilometer_per_hour,93 degree_Celsius,21.568627450980394 percent,19.5 degree,,,,20.392156862745097 percent,1725087515.6993525
11,1725087515.9991705,64.0 kilometer_per_hour,93 degree_Celsius,35.68627450980392 percent,32.0 degree,,,,20.392156862745097 percent,1725087516.2390637
12,1725087516.5394604,64.0 kilometer_per_hour,92 degree_Celsius,39.21568627450981 percent,32.5 degree,,,,19.607843137254903 percent,1725087516.7797086
13,1725087517.0797105,64.0 kilometer_per_hour,92 degree_Celsius,39.6078431372549 percent,32.0 degree,,,,20.0 percent,1725087517.3201447
14,1725087517.6203508,64.0 kilometer_per_hour,92 degree_Celsius,38.03921568627451 percent,33.0 degree,,,,19.215686274509803 percent,1725087517.8605685
15,1725087518.1605809,64.0 kilometer_per_hour,92 degree_Celsius,35.294117647058826 percent,34.0 degree,,,,19.215686274509803 percent,1725087518.4008636
16,1725087518.7007833,63.0 kilometer_per_hour,92 degree_Celsius,35.294117647058826 percent,33.5 degree,,,,19.215686274509803 percent,1725087518.9410086
17,1725087519.2406228,63.0 kilometer_per_hour,92 degree_Celsius,29.019607843137255 percent,28.5 degree,,,,17.647058823529413 percent,1725087519.4814942
18,1725087519.7812157,63.0 kilometer_per_hour,92 degree_Celsius,23.529411764705884 percent,8.5 degree,,,,16.862745098039216 percent,1725087520.0210524
19,1725087520.3213687,62.0 kilometer_per_hour,92 degree_Celsius,18.431372549019606 percent,3.0 degree,,,,16.862745098039216 percent,1725087520.5619338
20,1725087520.8615026,61.0 kilometer_per_hour,92 degree_Celsius,28.235294117647058 percent,32.5 degree,,,,19.215686274509803 percent,1725087521.1021361
21,1725087521.4022565,61.0 kilometer_per_hour,92 degree_Celsius,30.58823529411765 percent,33.5 degree,,,,18.823529411764707 percent,1725087521.6426013
22,1725087521.9425516,61.0 kilometer_per_hour,92 degree_Celsius,32.15686274509804 percent,34.5 degree,,,,19.215686274509803 percent,1725087522.1827543
23,1725087522.4822354,60.0 kilometer_per_hour,92 degree_Celsius,33.72549019607843 percent,34.0 degree,,,,19.215686274509803 percent,1725087522.7231073
24,1725087523.0224829,60.0 kilometer_per_hour,92 degree_Celsius,37.254901960784316 percent,32.5 degree,,,,20.392156862745097 percent,1725087523.2631948
25,1725087523.563235,60.0 kilometer_per_hour,92 degree_Celsius,44.705882352941174 percent,29.5 degree,,,,21.176470588235293 percent,1725087523.8036177
26,1725087524.1034503,60.0 kilometer_per_hour,92 degree_Celsius,48.23529411764706 percent,29.0 degree,,,,20.784313725490197 percent,1725087524.3438902
27,1725087524.6439753,60.0 kilometer_per_hour,92 degree_Celsius,49.411764705882355 percent,29.0 degree,,,,21.176470588235293 percent,1725087524.8842175
28,1725087525.183855,60.0 kilometer_per_hour,92 degree_Celsius,62.35294117647059 percent,15.0 degree,,,,21.568627450980394 percent,1725087525.4244318
29,1725087525.724381,60.0 kilometer_per_hour,92 degree_Celsius,69.41176470588235 percent,25.0 degree,,,,21.568627450980394 percent,1725087525.9640477
30,1725087526.2647102,60.0 kilometer_per_hour,92 degree_Celsius,72.15686274509804 percent,25.0 degree,,,,21.96078431372549 percent,1725087526.5049152
31,1725087526.8050072,60.0 kilometer_per_hour,92 degree_Celsius,73.72549019607843 percent,25.0 degree,,,,21.96078431372549 percent,1725087527.0446723
32,1725087527.3451467,61.0 kilometer_per_hour,92 degree_Celsius,74.50980392156863 percent,24.5 degree,,,,21.96078431372549 percent,1725087527.5854259
33,1725087527.8914208,60.0 kilometer_per_hour,92 degree_Celsius,74.50980392156863 percent,24.5 degree,,,,21.96078431372549 percent,1725087528.1257367
34,1725087528.4259353,60.0 kilometer_per_hour,92 degree_Celsius,74.90196078431373 percent,24.5 degree,,,,21.96078431372549 percent,1725087528.6662333
35,1725087528.9656518,61.0 kilometer_per_hour,92 degree_Celsius,74.50980392156863 percent,24.5 degree,,,,21.96078431372549 percent,1725087529.2064385
36,1725087529.50633,61.0 kilometer_per_hour,92 degree_Celsius,75.29411764705883 percent,24.5 degree,,,,22.352941176470587 percent,1725087529.746085
37,1725087530.0466487,61.0 kilometer_per_hour,92 degree_Celsius,76.07843137254902 percent,24.0 degree,,,,21.96078431372549 percent,1725087530.2864869
0,1725087547.9116297,23.0 kilometer_per_hour,93 degree_Celsius,30.19607843137255 percent,13.0 degree,,,,18.823529411764707 percent,1725087548.1459472
1,1725087548.445976,20.0 kilometer_per_hour,93 degree_Celsius,26.666666666666668 percent,14.0 degree,,,,16.07843137254902 percent,1725087548.686171
2,1725087548.9862583,17.0 kilometer_per_hour,93 degree_Celsius,35.294117647058826 percent,6.0 degree,,,,17.254901960784313 percent,1725087549.2263112
3,1725087549.526582,15.0 kilometer_per_hour,93 degree_Celsius,39.6078431372549 percent,3.0 degree,,,,17.254901960784313 percent,1725087549.766955
4,1725087550.0724225,13.0 kilometer_per_hour,92 degree_Celsius,42.745098039215684 percent,0.0 degree,,,,17.254901960784313 percent,1725087550.3069432
5,1725087550.6070344,12.0 kilometer_per_hour,92 degree_Celsius,47.450980392156865 percent,2.0 degree,,,,17.647058823529413 percent,1725087550.8470957
6,1725087551.153376,11.0 kilometer_per_hour,92 degree_Celsius,54.11764705882353 percent,-2.5 degree,,,,18.03921568627451 percent,1725087551.3876326
7,1725087551.6876938,10.0 kilometer_per_hour,92 degree_Celsius,54.11764705882353 percent,-1.5 degree,,,,17.647058823529413 percent,1725087551.9279056
8,1725087552.2275186,10.0 kilometer_per_hour,92 degree_Celsius,56.86274509803921 percent,0.5 degree,,,,18.431372549019606 percent,1725087552.4743545
9,1725087552.7680378,10.0 kilometer_per_hour,92 degree_Celsius,61.96078431372549 percent,4.5 degree,,,,18.431372549019606 percent,1725087553.0076456
10,1725087553.3081272,11.0 kilometer_per_hour,92 degree_Celsius,54.90196078431372 percent,25.0 degree,,,,18.823529411764707 percent,1725087553.5486205
11,1725087553.8484485,11.0 kilometer_per_hour,92 degree_Celsius,54.11764705882353 percent,25.0 degree,,,,19.607843137254903 percent,1725087554.0888968
12,1725087554.388915,11.0 kilometer_per_hour,92 degree_Celsius,57.254901960784316 percent,24.0 degree,,,,19.607843137254903 percent,1725087554.6292331
13,1725087554.9290805,11.0 kilometer_per_hour,92 degree_Celsius,66.27450980392157 percent,22.0 degree,,,,21.568627450980394 percent,1725087555.1694267
14,1725087555.46938,12.0 kilometer_per_hour,92 degree_Celsius,77.6470588235294 percent,22.5 degree,,,,22.745098039215687 percent,1725087555.709824
15,1725087556.0090525,14.0 kilometer_per_hour,92 degree_Celsius,74.50980392156863 percent,24.5 degree,,,,23.529411764705884 percent,1725087556.250181
16,1725087556.5498276,15.0 kilometer_per_hour,92 degree_Celsius,81.17647058823529 percent,23.5 degree,,,,24.313725490196077 percent,1725087556.7896357
17,1725087557.0902176,17.0 kilometer_per_hour,92 degree_Celsius,77.6470588235294 percent,23.0 degree,,,,24.313725490196077 percent,1725087557.330338
18,1725087557.63038,19.0 kilometer_per_hour,92 degree_Celsius,77.25490196078431 percent,23.0 degree,,,,24.313725490196077 percent,1725087557.8706634
19,1725087558.1705167,20.0 kilometer_per_hour,92 degree_Celsius,75.29411764705883 percent,23.0 degree,,,,24.313725490196077 percent,1725087558.4109373
20,1725087558.7110796,22.0 kilometer_per_hour,92 degree_Celsius,68.62745098039215 percent,22.0 degree,,,,18.03921568627451 percent,1725087558.951339
21,1725087559.2514384,23.0 kilometer_per_hour,92 degree_Celsius,37.254901960784316 percent,25.5 degree,,,,19.607843137254903 percent,1725087559.4916518
22,1725087559.7912946,23.0 kilometer_per_hour,92 degree_Celsius,47.450980392156865 percent,29.5 degree,,,,20.0 percent,1725087560.0380104
23,1725087560.3318179,23.0 kilometer_per_hour,92 degree_Celsius,55.294117647058826 percent,28.0 degree,,,,20.0 percent,1725087560.5715704
24,1725087560.871379,24.0 kilometer_per_hour,92 degree_Celsius,58.03921568627451 percent,28.0 degree,,,,20.0 percent,1725087561.1121602
25,1725087561.4122477,24.0 kilometer_per_hour,92 degree_Celsius,39.21568627450981 percent,32.0 degree,,,,16.862745098039216 percent,1725087561.6526678
26,1725087561.9527488,24.0 kilometer_per_hour,92 degree_Celsius,34.11764705882353 percent,21.5 degree,,,,16.470588235294116 percent,1725087562.1927962
27,1725087562.4930086,23.0 kilometer_per_hour,92 degree_Celsius,29.80392156862745 percent,13.0 degree,,,,16.07843137254902 percent,1725087562.7330375
28,1725087563.0333297,21.0 kilometer_per_hour,92 degree_Celsius,27.45098039215686 percent,2.5 degree,,,,15.686274509803921 percent,1725087563.2735329
29,1725087563.5732954,18.0 kilometer_per_hour,92 degree_Celsius,30.58823529411765 percent,8.0 degree,,,,16.862745098039216 percent,1725087563.8137426
30,1725087564.1133997,17.0 kilometer_per_hour,92 degree_Celsius,36.470588235294116 percent,3.0 degree,,,,16.862745098039216 percent,1725087564.353721
31,1725087564.65398,16.0 kilometer_per_hour,92 degree_Celsius,38.431372549019606 percent,0.0 degree,,,,16.470588235294116 percent,1725087564.8943598
32,1725087565.1943145,15.0 kilometer_per_hour,92 degree_Celsius,38.8235294117647 percent,-0.5 degree,,,,16.470588235294116 percent,1725087565.4345741
33,1725087565.7339714,15.0 kilometer_per_hour,92 degree_Celsius,53.72549019607843 percent,10.5 degree,,,,20.784313725490197 percent,1725087565.9749696
34,1725087566.274863,15.0 kilometer_per_hour,92 degree_Celsius,68.23529411764706 percent,23.0 degree,,,,22.352941176470587 percent,1725087566.5204668
35,1725087566.8150675,16.0 kilometer_per_hour,92 degree_Celsius,73.72549019607843 percent,25.5 degree,,,,23.137254901960784 percent,1725087567.0553493
36,1725087567.3551838,17.0 kilometer_per_hour,92 degree_Celsius,80.7843137254902 percent,24.0 degree,,,,24.313725490196077 percent,1725087567.5956028
37,1725087567.8953736,18.0 kilometer_per_hour,92 degree_Celsius,83.92156862745098 percent,22.5 degree,,,,26.666666666666668 percent,1725087568.1357007
0,1725087577.6263866,45.0 kilometer_per_hour,92 degree_Celsius,75.68627450980392 percent,19.5 degree,,,,26.666666666666668 percent,1725087577.860619
1,1725087578.1600475,47.0 kilometer_per_hour,92 degree_Celsius,74.50980392156863 percent,20.5 degree,,,,26.274509803921568 percent,1725087578.40079
2,1725087578.7007122,48.0 kilometer_per_hour,92 degree_Celsius,74.11764705882354 percent,21.0 degree,,,,26.274509803921568 percent,1725087578.9410315
3,1725087579.241187,48.0 kilometer_per_hour,92 degree_Celsius,73.72549019607843 percent,21.5 degree,,,,26.274509803921568 percent,1725087579.4813995
4,1725087579.781477,49.0 kilometer_per_hour,92 degree_Celsius,73.72549019607843 percent,22.5 degree,,,,26.274509803921568 percent,1725087580.0274858
5,1725087580.3276277,50.0 kilometer_per_hour,93 degree_Celsius,73.33333333333333 percent,22.5 degree,,,,26.274509803921568 percent,1725087580.5619984
6,1725087580.8618832,51.0 kilometer_per_hour,93 degree_Celsius,73.33333333333333 percent,23.0 degree,,,,26.274509803921568 percent,1725087581.1021788
7,1725087581.4021428,52.0 kilometer_per_hour,93 degree_Celsius,48.23529411764706 percent,25.5 degree,,,,17.647058823529413 percent,1725087581.6425858
8,1725087581.942511,52.0 kilometer_per_hour,93 degree_Celsius,25.49019607843137 percent,39.0 degree,,,,17.254901960784313 percent,1725087582.1826937
9,1725087582.4827454,51.0 kilometer_per_hour,93 degree_Celsius,20.0 percent,35.5 degree,,,,16.862745098039216 percent,1725087582.7290833
10,1725087583.0223293,50.0 kilometer_per_hour,93 degree_Celsius,19.607843137254903 percent,15.5 degree,,,,16.862745098039216 percent,1725087583.2633693
11,1725087583.5633404,50.0 kilometer_per_hour,93 degree_Celsius,19.607843137254903 percent,5.0 degree,,,,16.862745098039216 percent,1725087583.8028884
12,1725087584.103685,49.0 kilometer_per_hour,93 degree_Celsius,19.215686274509803 percent,8.5 degree,,,,16.862745098039216 percent,1725087584.3438184
13,1725087584.6438136,48.0 kilometer_per_hour,93 degree_Celsius,19.215686274509803 percent,14.5 degree,,,,16.862745098039216 percent,1725087584.88394
14,1725087585.1839874,47.0 kilometer_per_hour,93 degree_Celsius,19.215686274509803 percent,16.5 degree,,,,16.862745098039216 percent,1725087585.4241972
15,1725087585.7302344,47.0 kilometer_per_hour,93 degree_Celsius,20.0 percent,39.0 degree,,,,17.254901960784313 percent,1725087585.964574
16,1725087586.264596,46.0 kilometer_per_hour,93 degree_Celsius,21.176470588235293 percent,38.5 degree,,,,18.431372549019606 percent,1725087586.5048451
17,1725087586.804342,46.0 kilometer_per_hour,93 degree_Celsius,29.019607843137255 percent,34.0 degree,,,,18.823529411764707 percent,1725087587.0451887
18,1725087587.3450036,46.0 kilometer_per_hour,93 degree_Celsius,30.19607843137255 percent,35.0 degree,,,,18.823529411764707 percent,1725087587.585244
19,1725087587.8855429,45.0 kilometer_per_hour,93 degree_Celsius,30.19607843137255 percent,35.5 degree,,,,18.431372549019606 percent,1725087588.1314154
20,1725087588.4314723,45.0 kilometer_per_hour,93 degree_Celsius,30.58823529411765 percent,35.5 degree,,,,18.823529411764707 percent,1725087588.665806
21,1725087588.9659586,45.0 kilometer_per_hour,93 degree_Celsius,26.274509803921568 percent,30.5 degree,,,,17.647058823529413 percent,1725087589.2060966
22,1725087589.5063353,44.0 kilometer_per_hour,93 degree_Celsius,21.176470588235293 percent,25.0 degree,,,,16.470588235294116 percent,1725087589.746682
23,1725087590.0468225,44.0 kilometer_per_hour,93 degree_Celsius,19.215686274509803 percent,16.5 degree,,,,16.470588235294116 percent,1725087590.2867818
24,1725087590.5865407,43.0 kilometer_per_hour,93 degree_Celsius,18.823529411764707 percent,7.5 degree,,,,16.470588235294116 percent,1725087590.8331306
25,1725087591.1327956,43.0 kilometer_per_hour,93 degree_Celsius,18.431372549019606 percent,3.0 degree,,,,15.686274509803921 percent,1725087591.366894
26,1725087591.6673634,42.0 kilometer_per_hour,93 degree_Celsius,16.470588235294116 percent,3.0 degree,,,,15.294117647058824 percent,1725087591.9074442
27,1725087592.2074423,41.0 kilometer_per_hour,93 degree_Celsius,16.862745098039216 percent,3.0 degree,,,,15.294117647058824 percent,1725087592.4477863
28,1725087592.7478478,40.0 kilometer_per_hour,93 degree_Celsius,17.254901960784313 percent,3.5 degree,,,,15.294117647058824 percent,1725087592.9879363
29,1725087593.2880096,39.0 kilometer_per_hour,93 degree_Celsius,17.647058823529413 percent,3.5 degree,,,,15.294117647058824 percent,1725087593.5341053
30,1725087593.8343065,38.0 kilometer_per_hour,93 degree_Celsius,18.03921568627451 percent,3.0 degree,,,,15.294117647058824 percent,1725087594.0686033
31,1725087594.36809,37.0 kilometer_per_hour,93 degree_Celsius,18.03921568627451 percent,2.0 degree,,,,15.294117647058824 percent,1725087594.6088638
32,1725087594.908798,36.0 kilometer_per_hour,93 degree_Celsius,19.215686274509803 percent,19.0 degree,,,,18.03921568627451 percent,1725087595.1489801
33,1725087595.4491608,35.0 kilometer_per_hour,92 degree_Celsius,31.764705882352942 percent,35.5 degree,,,,17.254901960784313 percent,1725087595.6893768
34,1725087595.9893525,35.0 kilometer_per_hour,92 degree_Celsius,24.705882352941178 percent,31.5 degree,,,,15.686274509803921 percent,1725087596.2355232
35,1725087596.5354612,35.0 kilometer_per_hour,92 degree_Celsius,21.96078431372549 percent,21.5 degree,,,,16.07843137254902 percent,1725087596.7700024
36,1725087597.069878,34.0 kilometer_per_hour,92 degree_Celsius,21.96078431372549 percent,9.5 degree,,,,16.07843137254902 percent,1725087597.3096826
37,1725087597.6101565,33.0 kilometer_per_hour,92 degree_Celsius,21.96078431372549 percent,-1.5 degree,,,,14.509803921568627 percent,1725087597.8505359
0,1725087611.3268132,40.0 kilometer_per_hour,91 degree_Celsius,25.88235294117647 percent,26.5 degree,,,,16.862745098039216 percent,1725087611.5669744
1,1725087611.867118,40.0 kilometer_per_hour,91 degree_Celsius,21.176470588235293 percent,25.5 degree,,,,16.470588235294116 percent,1725087612.107443
2,1725087612.4072442,39.0 kilometer_per_hour,91 degree_Celsius,20.784313725490197 percent,16.0 degree,,,,16.470588235294116 percent,1725087612.6475995
3,1725087612.9476328,38.0 kilometer_per_hour,91 degree_Celsius,20.784313725490197 percent,0.5 degree,,,,16.470588235294116 percent,1725087613.18763
4,1725087613.4878356,37.0 kilometer_per_hour,91 degree_Celsius,18.823529411764707 percent,0.5 degree,,,,14.901960784313726 percent,1725087613.7282033
5,1725087614.0281348,36.0 kilometer_per_hour,91 degree_Celsius,18.03921568627451 percent,1.0 degree,,,,14.901960784313726 percent,1725087614.2683272
6,1725087614.5678668,36.0 kilometer_per_hour,91 degree_Celsius,18.431372549019606 percent,1.0 degree,,,,14.509803921568627 percent,1725087614.8086257
7,1725087615.1086843,35.0 kilometer_per_hour,91 degree_Celsius,18.431372549019606 percent,1.0 degree,,,,14.509803921568627 percent,1725087615.348307
8,1725087615.6489496,34.0 kilometer_per_hour,91 degree_Celsius,18.431372549019606 percent,1.0 degree,,,,14.509803921568627 percent,1725087615.8894305
9,1725087616.1888945,33.0 kilometer_per_hour,91 degree_Celsius,18.431372549019606 percent,0.5 degree,,,,14.117647058823529 percent,1725087616.4295676
10,1725087616.7294762,33.0 kilometer_per_hour,91 degree_Celsius,18.431372549019606 percent,0.0 degree,,,,13.72549019607843 percent,1725087616.9699423
11,1725087617.269861,31.0 kilometer_per_hour,91 degree_Celsius,18.03921568627451 percent,0.0 degree,,,,13.333333333333334 percent,1725087617.51008
12,1725087617.8099003,30.0 kilometer_per_hour,91 degree_Celsius,17.647058823529413 percent,-1.0 degree,,,,12.941176470588236 percent,1725087618.0502787
13,1725087618.3496988,29.0 kilometer_per_hour,91 degree_Celsius,17.254901960784313 percent,-0.5 degree,,,,13.72549019607843 percent,1725087618.590465
14,1725087618.8906243,29.0 kilometer_per_hour,91 degree_Celsius,17.254901960784313 percent,-1.0 degree,,,,13.72549019607843 percent,1725087619.130681
15,1725087619.430775,29.0 kilometer_per_hour,91 degree_Celsius,17.254901960784313 percent,-1.5 degree,,,,13.72549019607843 percent,1725087619.67112
16,1725087619.9709198,28.0 kilometer_per_hour,91 degree_Celsius,18.431372549019606 percent,36.0 degree,,,,21.176470588235293 percent,1725087620.2111785
17,1725087620.511353,29.0 kilometer_per_hour,91 degree_Celsius,52.94117647058823 percent,26.0 degree,,,,20.392156862745097 percent,1725087620.7515771
18,1725087621.0515175,30.0 kilometer_per_hour,91 degree_Celsius,34.11764705882353 percent,19.0 degree,,,,17.647058823529413 percent,1725087621.2918591
19,1725087621.591837,30.0 kilometer_per_hour,91 degree_Celsius,30.980392156862745 percent,25.0 degree,,,,16.862745098039216 percent,1725087621.8317933
20,1725087622.1316845,30.0 kilometer_per_hour,91 degree_Celsius,25.098039215686274 percent,27.5 degree,,,,16.07843137254902 percent,1725087622.3723981
21,1725087622.672316,30.0 kilometer_per_hour,91 degree_Celsius,21.176470588235293 percent,19.5 degree,,,,16.07843137254902 percent,1725087622.911983
22,1725087623.212463,30.0 kilometer_per_hour,91 degree_Celsius,20.784313725490197 percent,6.5 degree,,,,16.470588235294116 percent,1725087623.4529305
23,1725087623.752984,30.0 kilometer_per_hour,91 degree_Celsius,20.784313725490197 percent,-2.5 degree,,,,14.509803921568627 percent,1725087623.9931724
24,1725087624.292973,29.0 kilometer_per_hour,91 degree_Celsius,17.647058823529413 percent,-2.5 degree,,,,15.294117647058824 percent,1725087624.5335736
25,1725087624.8333592,29.0 kilometer_per_hour,91 degree_Celsius,50.588235294117645 percent,8.5 degree,,,,21.96078431372549 percent,1725087625.0739145
26,1725087625.3735056,29.0 kilometer_per_hour,91 degree_Celsius,65.09803921568627 percent,23.0 degree,,,,19.215686274509803 percent,1725087625.6136968
27,1725087625.9136403,30.0 kilometer_per_hour,91 degree_Celsius,35.294117647058826 percent,30.5 degree,,,,17.254901960784313 percent,1725087626.154287
28,1725087626.4542122,30.0 kilometer_per_hour,91 degree_Celsius,30.58823529411765 percent,33.0 degree,,,,16.862745098039216 percent,1725087626.6944346
29,1725087626.9944603,30.0 kilometer_per_hour,91 degree_Celsius,25.49019607843137 percent,30.5 degree,,,,16.07843137254902 percent,1725087627.2346642
30,1725087627.5346847,30.0 kilometer_per_hour,91 degree_Celsius,21.176470588235293 percent,24.0 degree,,,,16.07843137254902 percent,1725087627.7750156
31,1725087628.0748255,30.0 kilometer_per_hour,91 degree_Celsius,20.784313725490197 percent,7.0 degree,,,,16.07843137254902 percent,1725087628.3153307
32,1725087628.6152065,29.0 kilometer_per_hour,91 degree_Celsius,20.784313725490197 percent,-4.0 degree,,,,14.509803921568627 percent,1725087628.8550916
33,1725087629.1554606,28.0 kilometer_per_hour,91 degree_Celsius,18.03921568627451 percent,-3.5 degree,,,,21.176470588235293 percent,1725087629.395525
34,1725087629.6954534,28.0 kilometer_per_hour,91 degree_Celsius,63.92156862745098 percent,19.5 degree,,,,22.352941176470587 percent,1725087629.9358518
35,1725087630.2358587,29.0 kilometer_per_hour,91 degree_Celsius,68.23529411764706 percent,22.0 degree,,,,19.215686274509803 percent,1725087630.47623
36,1725087630.7821836,29.0 kilometer_per_hour,91 degree_Celsius,35.68627450980392 percent,30.0 degree,,,,17.647058823529413 percent,1725087631.0164351
37,1725087631.3166418,30.0 kilometer_per_hour,91 degree_Celsius,52.549019607843135 percent,9.5 degree,,,,21.568627450980394 percent,1725087631.556907
0,1725087649.1450484,32.0 kilometer_per_hour,92 degree_Celsius,69.01960784313725 percent,22.0 degree,,,,24.705882352941178 percent,1725087649.3853056
1,1725087649.6853404,34.0 kilometer_per_hour,93 degree_Celsius,68.62745098039215 percent,23.0 degree,,,,24.705882352941178 percent,1725087649.925148
2,1725087650.2258475,35.0 kilometer_per_hour,93 degree_Celsius,67.84313725490196 percent,23.5 degree,,,,24.705882352941178 percent,1725087650.4659543
3,1725087650.766026,36.0 kilometer_per_hour,93 degree_Celsius,78.43137254901961 percent,21.5 degree,,,,26.274509803921568 percent,1725087651.0063684
4,1725087651.3063154,37.0 kilometer_per_hour,93 degree_Celsius,83.13725490196079 percent,20.5 degree,,,,26.274509803921568 percent,1725087651.5465395
5,1725087651.8465555,38.0 kilometer_per_hour,93 degree_Celsius,81.17647058823529 percent,20.5 degree,,,,26.274509803921568 percent,1725087652.0868058
6,1725087652.3865888,38.0 kilometer_per_hour,93 degree_Celsius,80.3921568627451 percent,20.5 degree,,,,26.274509803921568 percent,1725087652.6270974
7,1725087652.9268513,39.0 kilometer_per_hour,93 degree_Celsius,76.86274509803921 percent,21.0 degree,,,,25.49019607843137 percent,1725087653.167258
8,1725087653.4671752,40.0 kilometer_per_hour,93 degree_Celsius,75.68627450980392 percent,19.5 degree,,,,25.098039215686274 percent,1725087653.7069988
9,1725087654.0075958,41.0 kilometer_per_hour,93 degree_Celsius,74.11764705882354 percent,20.0 degree,,,,25.098039215686274 percent,1725087654.247639
10,1725087654.5478427,42.0 kilometer_per_hour,93 degree_Celsius,73.72549019607843 percent,20.0 degree,,,,25.098039215686274 percent,1725087654.7880626
11,1725087655.0881197,43.0 kilometer_per_hour,93 degree_Celsius,73.33333333333333 percent,20.5 degree,,,,25.49019607843137 percent,1725087655.3282604
12,1725087655.6284416,44.0 kilometer_per_hour,93 degree_Celsius,72.54901960784314 percent,20.0 degree,,,,25.49019607843137 percent,1725087655.8686922
13,1725087656.1687336,45.0 kilometer_per_hour,93 degree_Celsius,72.54901960784314 percent,19.5 degree,,,,25.49019607843137 percent,1725087656.408922
14,1725087656.708505,46.0 kilometer_per_hour,93 degree_Celsius,72.15686274509804 percent,20.0 degree,,,,25.88235294117647 percent,1725087656.9490647
15,1725087657.2488441,47.0 kilometer_per_hour,94 degree_Celsius,71.37254901960785 percent,20.5 degree,,,,25.49019607843137 percent,1725087657.4893656
16,1725087657.789377,48.0 kilometer_per_hour,94 degree_Celsius,70.19607843137256 percent,21.0 degree,,,,25.49019607843137 percent,1725087658.0300894
17,1725087658.330077,49.0 kilometer_per_hour,94 degree_Celsius,69.01960784313725 percent,22.0 degree,,,,17.647058823529413 percent,1725087658.57003
18,1725087658.8700404,50.0 kilometer_per_hour,94 degree_Celsius,52.94117647058823 percent,11.0 degree,,,,21.568627450980394 percent,1725087659.1103015
19,1725087659.4101405,50.0 kilometer_per_hour,94 degree_Celsius,41.96078431372549 percent,15.0 degree,,,,19.607843137254903 percent,1725087659.6508086
20,1725087659.9502962,50.0 kilometer_per_hour,94 degree_Celsius,30.19607843137255 percent,27.0 degree,,,,17.254901960784313 percent,1725087660.1907654
21,1725087660.4906049,49.0 kilometer_per_hour,94 degree_Celsius,20.392156862745097 percent,33.0 degree,,,,16.862745098039216 percent,1725087660.7307472
22,1725087661.0307276,49.0 kilometer_per_hour,94 degree_Celsius,19.607843137254903 percent,16.0 degree,,,,17.254901960784313 percent,1725087661.271029
23,1725087661.5712354,48.0 kilometer_per_hour,94 degree_Celsius,19.215686274509803 percent,4.5 degree,,,,17.254901960784313 percent,1725087661.8117788
24,1725087662.1117196,47.0 kilometer_per_hour,94 degree_Celsius,16.470588235294116 percent,5.5 degree,,,,16.07843137254902 percent,1725087662.351847
25,1725087662.6513016,46.0 kilometer_per_hour,94 degree_Celsius,16.07843137254902 percent,5.5 degree,,,,15.686274509803921 percent,1725087662.8981404
26,1725087663.1920505,45.0 kilometer_per_hour,94 degree_Celsius,16.07843137254902 percent,6.0 degree,,,,15.686274509803921 percent,1725087663.431651
27,1725087663.732173,45.0 kilometer_per_hour,94 degree_Celsius,19.215686274509803 percent,9.0 degree,,,,16.470588235294116 percent,1725087663.9724898
28,1725087664.2724314,44.0 kilometer_per_hour,94 degree_Celsius,19.215686274509803 percent,10.0 degree,,,,16.862745098039216 percent,1725087664.5128903
29,1725087664.8128128,44.0 kilometer_per_hour,93 degree_Celsius,19.215686274509803 percent,18.5 degree,,,,16.862745098039216 percent,1725087665.0521352
30,1725087665.346427,43.0 kilometer_per_hour,93 degree_Celsius,23.137254901960784 percent,37.5 degree,,,,18.823529411764707 percent,1725087665.5821345
31,1725087665.87619,43.0 kilometer_per_hour,93 degree_Celsius,28.235294117647058 percent,32.5 degree,,,,20.0 percent,1725087666.1120803
